"facltNm","contentId","manageSttus","induty","lctCl","doNm","sigunguNm","operPdCl","sbrsCl","facltDivNm","siteBottomCl1","siteBottomCl2","siteBottomCl3","siteBottomCl4","siteBottomCl5","roomCount"
"알멕스랜드캠핑장","2034","운영","자동차야영장,카라반","강","경기도","연천군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","0","120","0","0","0","140"
"알프스 글램핑","2037","운영","일반야영장","","충청남도","청양군","","","민간","0","0","0","0","0","0"
"가래골농원 캠핑장2","2038","운영","일반야영장","산,숲","경기도","포천시","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","민간","0","0","0","0","0","0"
"알프스캠핑장","2041","운영","일반야영장","산,강","경상남도","밀양시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,운동시설","민간","0","0","0","0","0","46"
"애플 글램핑","2044","운영","일반야영장,글램핑","계곡","전라남도","장성군","봄,여름,가을,겨울","장작판매,트렘폴린,물놀이장,산책로,운동시설","민간","0","0","0","0","0","6"
"애플마루 펜션캠핑장","2045","운영","일반야영장","","충청북도","단양군","","전기,장작판매","민간","0","0","0","0","0","0"
"약수골 캠프촌 숲속캠핑장","2051","운영","자동차야영장","숲","강원도","양구군","봄,여름,가을","전기,무선인터넷,장작판매,놀이터","지자체","0","0","26","0","0","26"
"약수골 캠프촌 오토캠핑장","2052","운영","자동차야영장,카라반","산","강원도","양구군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설,마트.편의점","지자체","0","13","0","0","0","17"
"약수농원","2053","운영","일반야영장,카라반","산,숲,계곡","경상남도","창녕군","봄,여름,가을","전기,무선인터넷,장작판매,온수,놀이터,운동시설,마트.편의점","민간","0","10","0","0","0","10"
"얏호캠핑장","2054","운영","자동차야영장","섬","인천시","강화군","봄,여름,가을,겨울","전기,장작판매,온수","민간","0","6","0","0","0","6"
"한별마을 야영장","2063","운영","자동차야영장","계곡","강원도","양양군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설","민간","0","0","32","43","0","75"
"GoOut 양주감악산 캠핑장","2072","운영","일반야영장","","경기도","양주시","","전기,무선인터넷,장작판매,온수,산책로","민간","0","0","0","0","0","0"
"양주시 미술관옆 캠핑장","2076","운영","일반야영장,카라반","숲","경기도","양주시","봄,여름,가을,겨울","전기,온수","지자체","0","0","0","0","0","41"
"양주산막골캠핑장","2078","운영","일반야영장","산,숲","경기도","양주시","봄,여름,가을,겨울","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","50","0","0","0","50"
"양주송천캠핑장","2079","운영","일반야영장","산,계곡","경기도","양주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트.편의점","지자체","0","32","14","0","0","46"
"양지생태마을캠핑장","2080","운영","일반야영장","산,숲","경상남도","거창군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","민간","3","47","0","0","0","70"
"보고","2081","운영","자동차야영장","숲","경기도","용인시","봄,여름,가을,겨울","전기,무선인터넷,온수,물놀이장","민간","0","0","0","0","0","18"
"양평 휴 캠핑 워크샵","2094","운영","자동차야영장,카라반","숲","경기도","양평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설","민간","4","3","6","0","0","16"
"양평수목원 캠핑장","2095","운영","일반야영장,카라반","산,숲","경기도","양평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","지자체","0","107","12","0","0","124"
"양평드림캠핑장","2097","운영","일반야영장","계곡","경기도","양평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,운동시설,마트.편의점","민간","0","70","17","0","0","87"
"양평 베이스캠프","2099","휴장","자동차야영장","","경기도","양평군","봄,여름,가을,겨울","물놀이장,운동시설","민간","0","0","0","0","0","19"
"(주)태평소금 천일염 힐링캠프","21","운영","일반야영장","섬","전라남도","신안군","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,놀이터,마트.편의점","민간","0","6","3","0","0","19"
"어라운드빌리지","2103","운영","자동차야영장","숲","충청북도","보은군","봄,여름,가을,겨울","전기,온수,물놀이장,산책로","민간","45","0","0","0","0","45"
"어름치마을캠핑장","2104","운영","자동차야영장,카라반","","강원도","평창군","봄,여름,가을","전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설","민간","0","0","10","0","0","16"
"밸리캠핑장","2109","운영","자동차야영장","계곡","강원도","양양군","여름","전기,장작판매,온수,물놀이장,운동시설","민간","0","0","0","11","0","11"
"양양캠핑장","2110","운영","자동차야영장","계곡","강원도","양양군","봄,여름,가을,겨울","전기,장작판매,운동장","민간","0","0","11","0","0","31"
"어울림펜션 캠핑장","2114","운영","자동차야영장","","강원도","영월군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수","민간","0","0","5","0","0","5"
"어은돌야영장","2116","운영","일반야영장","해변","충청남도","태안군","","전기,온수","민간","0","0","0","0","0","0"
"얼음골 야영장","2119","운영","일반야영장","산,숲,계곡","경상남도","고성군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","민간","0","30","0","20","0","50"
"얼음골까투리캠핑장","2121","운영","일반야영장","산,계곡","경상남도","밀양시","봄,여름,가을,겨울","전기,장작판매,온수,운동시설","민간","0","40","0","0","0","40"
"얼음골야영장","2124","휴장","자동차야영장","숲,계곡","강원도","양양군","봄,여름,가을","온수,운동시설","민간","0","0","18","282","0","300"
"엉클캠프","2131","운영","일반야영장,자동차야영장","숲,계곡","충청북도","제천시","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","민간","0","44","0","0","0","44"
"에덴오토캠핑장","2134","운영","일반야영장","","경상북도","포항시","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","민간","0","0","5","3","0","8"
"경주 힐링캠프","214","운영","일반야영장,글램핑","숲,계곡","경상북도","경주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","민간","0","0","12","0","0","29"
"에버힐","2142","운영","자동차야영장","","강원도","평창군","","전기,온수,운동시설","민간","0","0","0","0","0","0"
"에브라임캠핑장","2143","운영","자동차야영장","숲,계곡","경기도","연천군","봄,여름,가을","전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동장,운동시설","민간","0","38","0","0","0","38"
"에이원 글램핑 관광농원","2146","운영","일반야영장","","경상남도","통영시","","","지자체","0","0","0","0","0","0"
"에이원 글램핑장 리조트","2147","운영","일반야영장","","경상남도","통영시","","전기,온수,물놀이장","지자체","0","0","0","0","0","0"
"에코그린캠핑장","2149","운영","자동차야영장","해변,섬","제주도","제주시","봄,여름,가을,겨울","","민간","0","0","0","0","0","0"
"에코야영장","2153","운영","글램핑","섬","인천시","강화군","봄,여름,가을","전기,무선인터넷,온수,물놀이장","민간","0","0","0","0","0","3"
"에코오토캠핑장","2154","운영","일반야영장","산,숲","전라북도","완주군","봄,여름,가을,겨울","전기,장작판매,온수,놀이터,운동시설","민간","0","20","10","0","0","30"
"에코유 캠핑장","2155","운영","일반야영장,자동차야영장","산","경기도","동두천시","봄,여름,가을,겨울","온수,물놀이장,운동시설","민간","0","0","0","0","0","48"
"에코힐글램핑","2156","운영","일반야영장,글램핑","섬,숲","제주도","제주시","봄,여름,가을","전기","민간","0","0","0","0","0","19"
"삼척엘림캠핑장","2161","운영","일반야영장","계곡","강원도","삼척시","봄,여름,가을,겨울","전기,온수,운동시설","민간","0","30","0","0","0","30"
"엘포리글램핑","2164","운영","일반야영장,글램핑","숲","경상북도","포항시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","민간","0","0","0","0","0","5"
"여수 밤바다 관광농원야영장","2166","운영","일반야영장,카라반,글램핑","해변","전라남도","여수시","봄,여름,가을","전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","지자체","0","0","0","0","0","14"
"여수굴전여가캠핑장","2167","운영","일반야영장,카라반","해변","전라남도","여수시","봄,여름,가을,겨울","전기,놀이터,산책로,운동장","지자체","16","0","12","0","0","38"
"여우가달을사랑할때","2168","운영","자동차야영장,글램핑","산","경기도","가평군","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","민간","0","0","10","0","0","10"
"별자리 캠핑랜드","217","운영","일반야영장,카라반,글램핑","산,강,도심","경상북도","경주시","봄,여름,가을,겨울","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","민간","0","0","0","0","0","64"
"여울애꽃물들인","2171","휴장","자동차야영장","","강원도","철원군","","전기,온수","지자체","0","0","0","0","0","0"
"여주 카라반 체험장","2177","운영","일반야영장","산","경기도","여주시","봄,여름,가을","전기,무선인터넷,장작판매,온수,놀이터,운동시설","민간","0","0","0","0","0","0"
"여주산촌관광농원","2178","운영","일반야영장","","경기도","여주시","","전기,온수,운동시설","지자체","0","0","0","0","0","0"
"여주참숯마을 캠핑장","2179","운영","일반야영장","","경기도","여주시","봄,여름,가을,겨울","전기,장작판매,온수,물놀이장,산책로,마트.편의점","민간","0","0","0","0","0","86"
"여차울 캠핑장","2181","운영","자동차야영장,글램핑","","강원도","홍천군","봄,여름,가을","전기,무선인터넷,장작판매,온수,운동시설","민간","0","0","0","30","0","35"
